Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;30;33;5;6;25;28;33
00000_00016.ppm;30;32;5;5;25;27;33
00000_00017.ppm;31;33;6;6;26;27;33
00000_00018.ppm;31;32;5;6;26;27;33
00000_00019.ppm;59;60;6;5;54;55;33
00000_00020.ppm;61;63;6;6;56;58;33
00000_00021.ppm;64;68;6;6;58;62;33
00000_00022.ppm;69;72;7;6;63;66;33
00000_00023.ppm;70;75;6;7;63;69;33
00000_00024.ppm;75;82;6;8;68;74;33
00000_00025.ppm;82;86;8;8;75;79;33
00000_00026.ppm;86;94;8;9;79;85;33
00000_00027.ppm;93;100;8;8;84;91;33
00000_00028.ppm;99;111;8;10;91;102;33
00000_00029.ppm;112;122;10;10;102;111;33
00001_00015.ppm;38;38;6;5;33;33;33
00001_00016.ppm;40;41;5;6;35;36;33
00001_00017.ppm;42;42;6;5;37;37;33
00001_00018.ppm;42;43;5;5;37;38;33
00001_00019.ppm;44;46;5;6;39;40;33
00001_00020.ppm;48;48;6;5;43;43;33
00001_00021.ppm;50;51;5;5;45;46;33
00001_00022.ppm;54;54;6;5;49;49;33
00001_00023.ppm;58;58;5;5;52;53;33
00001_00024.ppm;63;63;6;6;58;58;33
00001_00025.ppm;70;71;6;6;64;65;33
00001_00026.ppm;77;81;7;8;71;74;33
00001_00027.ppm;86;89;8;8;79;82;33
00001_00028.ppm;99;104;9;10;91;95;33
00001_00029.ppm;116;119;11;11;106;109;33
00002_00015.ppm;47;46;5;5;42;41;33
00002_00016.ppm;48;48;5;6;43;43;33
00002_00017.ppm;49;48;5;5;44;43;33
00002_00018.ppm;52;51;6;6;47;46;33
00002_00019.ppm;53;53;5;5;48;47;33
00002_00020.ppm;57;55;5;5;51;50;33
00002_00021.ppm;60;59;6;6;55;54;33
00002_00022.ppm;64;64;5;5;59;58;33
00002_00023.ppm;71;69;7;6;65;63;33
00002_00024.ppm;76;75;6;6;70;69;33
00002_00025.ppm;85;84;8;8;78;77;33
00002_00026.ppm;94;93;8;8;85;84;33
00002_00027.ppm;106;103;10;9;97;94;33
00002_00028.ppm;122;120;10;11;111;109;33
00002_00029.ppm;140;134;13;12;128;122;33
00003_00015.ppm;43;44;6;5;38;39;33
00003_00016.ppm;45;47;6;5;40;42;33
00003_00017.ppm;47;50;6;6;42;45;33
00003_00018.ppm;47;52;5;6;42;47;33
00003_00019.ppm;50;53;6;6;45;48;33
00003_00020.ppm;51;57;6;6;46;52;33
00003_00021.ppm;55;59;6;6;50;54;33
00003_00022.ppm;60;63;6;6;55;58;33
00003_00023.ppm;62;69;5;7;57;63;33
00003_00024.ppm;68;70;7;6;62;64;33
00003_00025.ppm;71;76;6;6;65;70;33
00003_00026.ppm;79;84;7;8;72;77;33
00003_00027.ppm;86;94;7;9;79;86;33
00003_00028.ppm;98;98;9;8;90;90;33
00003_00029.ppm;109;111;9;10;100;102;33
00004_00015.ppm;42;42;6;5;37;37;33
00004_00016.ppm;43;43;6;5;38;38;33
00004_00017.ppm;46;48;6;6;41;43;33
00004_00018.ppm;48;47;6;5;43;42;33
00004_00019.ppm;52;51;6;5;47;46;33
00004_00020.ppm;52;53;5;5;47;48;33
00004_00021.ppm;54;57;5;5;49;52;33
00004_00022.ppm;57;59;6;5;52;54;33
00004_00023.ppm;62;64;5;5;57;59;33
00004_00024.ppm;65;68;6;6;60;62;33
00004_00025.ppm;70;73;6;6;64;67;33
00004_00026.ppm;74;80;6;8;68;73;33
00004_00027.ppm;83;87;7;7;76;80;33
00004_00028.ppm;93;96;9;9;85;88;33
00004_00029.ppm;99;106;8;9;91;97;33
00005_00015.ppm;69;69;6;6;63;63;33
00005_00016.ppm;70;70;6;7;63;64;33
00005_00017.ppm;71;70;7;7;65;64;33
00005_00018.ppm;70;70;6;7;64;64;33
00005_00019.ppm;71;70;6;7;64;64;33
00005_00020.ppm;72;70;7;7;66;64;33
00005_00021.ppm;72;70;7;7;66;64;33
00005_00022.ppm;71;70;6;7;65;64;33
00005_00023.ppm;71;70;6;7;65;64;33
00005_00024.ppm;72;71;6;7;65;64;33
00005_00025.ppm;72;71;6;7;65;64;33
00005_00026.ppm;72;71;6;7;65;64;33
00005_00027.ppm;72;69;6;6;66;63;33
00005_00028.ppm;72;69;6;6;66;63;33
00005_00029.ppm;72;69;6;6;66;63;33
00006_00015.ppm;44;44;6;5;38;38;33
00006_00016.ppm;44;45;5;5;39;40;33
00006_00017.ppm;46;47;5;5;41;42;33
00006_00018.ppm;49;49;5;5;43;44;33
00006_00019.ppm;53;54;6;6;47;48;33
00006_00020.ppm;56;57;6;6;50;51;33
00006_00021.ppm;58;59;5;5;53;54;33
00006_00022.ppm;68;68;7;6;62;62;33
00006_00023.ppm;74;74;7;6;68;68;33
00006_00024.ppm;85;86;8;7;78;79;33
00006_00025.ppm;93;93;9;9;85;85;33
00006_00026.ppm;104;103;10;9;95;94;33
00006_00027.ppm;120;119;11;10;109;108;33
00006_00028.ppm;141;140;13;13;129;128;33
00006_00029.ppm;161;160;14;14;147;147;33
00007_00015.ppm;68;70;6;6;62;64;33
00007_00016.ppm;71;74;6;7;65;68;33
00007_00017.ppm;75;81;6;8;69;74;33
00007_00018.ppm;82;84;8;8;74;77;33
00007_00019.ppm;85;87;8;8;77;80;33
00007_00020.ppm;87;92;7;8;80;84;33
00007_00021.ppm;97;99;9;8;88;90;33
00007_00022.ppm;100;107;8;10;92;98;33
00007_00023.ppm;108;111;10;9;99;102;33
00007_00024.ppm;113;119;9;10;103;108;33
00007_00025.ppm;121;120;10;11;110;110;33
00007_00026.ppm;124;127;10;11;114;116;33
00007_00027.ppm;132;140;11;13;120;128;33
00007_00028.ppm;143;151;13;13;130;138;33
00007_00029.ppm;155;166;13;14;142;151;33
00008_00015.ppm;62;63;5;6;57;58;33
00008_00016.ppm;64;64;6;6;59;59;33
00008_00017.ppm;67;68;6;7;61;62;33
00008_00018.ppm;68;69;6;7;62;63;33
00008_00019.ppm;70;70;6;6;64;64;33
00008_00020.ppm;73;72;7;7;66;66;33
00008_00021.ppm;74;74;7;7;67;67;33
00008_00022.ppm;77;75;7;6;70;68;33
00008_00023.ppm;79;77;7;7;72;71;33
00008_00024.ppm;81;81;8;7;73;73;33
00008_00025.ppm;81;83;8;8;74;76;33
00008_00026.ppm;80;84;7;7;73;76;33
00008_00027.ppm;84;87;8;7;76;79;33
00008_00028.ppm;84;89;7;8;77;81;33
00008_00029.ppm;86;92;8;8;82;84;33
00009_00015.ppm;89;87;8;8;82;80;33
00009_00016.ppm;92;88;9;8;84;81;33
00009_00017.ppm;93;92;9;9;85;84;33
00009_00018.ppm;96;92;9;8;88;84;33
00009_00019.ppm;96;92;9;8;88;84;33
00009_00020.ppm;95;93;8;8;87;85;33
00009_00021.ppm;96;96;8;9;88;87;33
00009_00022.ppm;98;97;9;9;90;88;33
00009_00023.ppm;99;98;9;9;91;90;33
00009_00024.ppm;99;99;8;8;91;90;33
00009_00025.ppm;100;101;8;9;92;93;33
00009_00026.ppm;103;103;9;9;94;94;33
00009_00027.ppm;105;105;10;9;96;95;33
00009_00028.ppm;105;106;9;9;96;97;33
00009_00029.ppm;106;107;10;9;98;98;33
00010_00015.ppm;36;37;6;6;31;31;33
