Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;49;46;6;6;44;41;40
00000_00016.ppm;49;47;5;6;44;42;40
00000_00017.ppm;51;49;6;6;46;43;40
00000_00018.ppm;51;49;5;6;46;44;40
00000_00019.ppm;52;49;5;5;47;44;40
00000_00020.ppm;52;52;5;6;47;46;40
00000_00021.ppm;52;52;6;6;47;47;40
00000_00022.ppm;55;55;6;6;49;49;40
00000_00023.ppm;55;56;5;6;50;51;40
00000_00024.ppm;59;58;6;6;53;53;40
00000_00025.ppm;60;61;5;6;55;56;40
00000_00026.ppm;63;63;5;6;58;58;40
00000_00027.ppm;68;64;7;5;62;59;40
00000_00028.ppm;70;68;7;6;63;62;40
00000_00029.ppm;71;72;7;7;65;66;40
00001_00015.ppm;47;47;6;6;42;42;40
00001_00016.ppm;49;47;6;5;43;42;40
00001_00017.ppm;50;50;5;6;44;45;40
00001_00018.ppm;51;52;5;6;46;47;40
00001_00019.ppm;53;53;5;5;48;48;40
00001_00020.ppm;55;55;5;5;50;50;40
00001_00021.ppm;58;57;6;5;53;52;40
00001_00022.ppm;60;61;6;6;55;55;40
00001_00023.ppm;62;62;6;5;57;56;40
00001_00024.ppm;65;66;5;6;59;60;40
00001_00025.ppm;71;71;7;7;65;65;40
00001_00026.ppm;75;75;7;7;69;69;40
00001_00027.ppm;80;80;7;7;72;72;40
00001_00028.ppm;86;86;7;7;79;79;40
00001_00029.ppm;95;94;8;8;86;86;40
00002_00015.ppm;46;45;6;5;41;40;40
00002_00016.ppm;47;48;5;6;42;43;40
00002_00017.ppm;50;49;6;5;45;44;40
00002_00018.ppm;52;51;6;5;47;46;40
00002_00019.ppm;53;53;6;6;48;48;40
00002_00020.ppm;56;55;6;5;50;49;40
00002_00021.ppm;58;58;5;5;53;53;40
00002_00022.ppm;62;62;5;5;56;56;40
00002_00023.ppm;68;68;7;7;62;62;40
00002_00024.ppm;74;74;6;6;68;68;40
00002_00025.ppm;83;83;7;7;76;76;40
00002_00026.ppm;93;95;9;9;85;86;40
00002_00027.ppm;100;104;8;9;91;94;40
00002_00028.ppm;109;111;9;9;100;102;40
00002_00029.ppm;128;131;11;12;116;120;40
00003_00015.ppm;57;56;5;6;51;50;40
00003_00016.ppm;57;56;5;6;52;51;40
00003_00017.ppm;60;58;6;6;55;53;40
00003_00018.ppm;61;59;6;6;56;54;40
00003_00019.ppm;64;61;6;6;58;55;40
00003_00020.ppm;68;63;7;6;62;58;40
00003_00021.ppm;69;64;6;5;63;59;40
00003_00022.ppm;74;70;6;6;67;64;40
00003_00023.ppm;81;77;8;7;74;70;40
00003_00024.ppm;85;81;8;7;78;74;40
00003_00025.ppm;88;86;7;8;81;79;40
00003_00026.ppm;93;88;8;7;84;80;40
00003_00027.ppm;98;98;8;9;90;89;40
00003_00028.ppm;110;107;9;9;100;98;40
00003_00029.ppm;120;115;11;10;109;105;40
00004_00015.ppm;58;57;6;5;53;52;40
00004_00016.ppm;60;61;5;6;54;55;40
00004_00017.ppm;62;65;5;6;57;60;40
00004_00018.ppm;69;70;7;7;63;64;40
00004_00019.ppm;71;73;6;7;65;67;40
00004_00020.ppm;74;75;7;7;67;68;40
00004_00021.ppm;79;81;7;8;72;74;40
00004_00022.ppm;84;82;8;7;77;75;40
00004_00023.ppm;88;87;8;8;81;80;40
00004_00024.ppm;93;93;8;9;85;85;40
00004_00025.ppm;106;98;9;8;97;90;40
00004_00026.ppm;110;105;9;10;101;96;40
00004_00027.ppm;117;110;10;10;107;100;40
00004_00028.ppm;123;116;10;11;112;106;40
00004_00029.ppm;135;128;11;12;124;117;40
00005_00015.ppm;74;72;6;6;68;66;40
00005_00016.ppm;76;75;7;7;70;69;40
00005_00017.ppm;76;75;7;6;70;69;40
00005_00018.ppm;80;76;7;6;73;70;40
00005_00019.ppm;82;81;7;7;75;74;40
00005_00020.ppm;85;85;7;8;78;78;40
00005_00021.ppm;88;85;8;7;81;78;40
00005_00022.ppm;93;88;9;7;85;81;40
00005_00023.ppm;98;93;9;9;90;85;40
00005_00024.ppm;100;98;8;9;92;90;40
00005_00025.ppm;107;104;9;10;98;95;40
00005_00026.ppm;111;108;9;10;102;99;40
00005_00027.ppm;117;108;11;9;107;99;40
00005_00028.ppm;123;117;10;10;113;107;40
00005_00029.ppm;131;122;12;11;120;112;40
00006_00015.ppm;54;54;5;5;49;49;40
00006_00016.ppm;55;56;5;6;50;51;40
00006_00017.ppm;57;58;5;6;52;53;40
00006_00018.ppm;62;61;6;5;56;56;40
00006_00019.ppm;64;65;5;6;59;60;40
00006_00020.ppm;69;69;6;7;63;63;40
00006_00021.ppm;72;72;6;7;66;66;40
00006_00022.ppm;76;74;7;6;70;68;40
00006_00023.ppm;84;84;7;8;76;76;40
00006_00024.ppm;92;89;9;8;84;82;40
00006_00025.ppm;96;96;8;9;88;88;40
00006_00026.ppm;105;104;10;10;96;95;40
00006_00027.ppm;113;110;10;9;103;101;40
00006_00028.ppm;124;123;10;11;114;113;40
00006_00029.ppm;144;141;13;12;132;129;40
00007_00015.ppm;36;39;5;5;31;33;40
00007_00016.ppm;39;41;5;5;34;35;40
00007_00017.ppm;41;43;6;6;36;38;40
00007_00018.ppm;43;45;6;6;38;40;40
00007_00019.ppm;45;47;5;6;40;41;40
00007_00020.ppm;47;48;5;5;42;43;40
00007_00021.ppm;49;51;6;5;44;46;40
00007_00022.ppm;54;56;6;6;49;51;40
00007_00023.ppm;57;58;6;6;52;53;40
00007_00024.ppm;59;64;5;5;54;58;40
00007_00025.ppm;65;70;6;6;60;64;40
00007_00026.ppm;73;76;7;6;67;70;40
00007_00027.ppm;80;87;7;8;73;80;40
00007_00028.ppm;91;100;8;8;83;92;40
00007_00029.ppm;100;112;8;10;92;103;40
00008_00015.ppm;60;64;5;6;55;59;40
00008_00016.ppm;64;65;5;6;59;60;40
00008_00017.ppm;69;69;7;6;63;62;40
00008_00018.ppm;71;73;6;7;65;66;40
00008_00019.ppm;76;77;7;7;70;71;40
00008_00020.ppm;76;76;6;6;70;70;40
00008_00021.ppm;83;83;7;7;75;75;40
00008_00022.ppm;89;88;8;8;81;81;40
00008_00023.ppm;91;92;8;8;83;84;40
00008_00024.ppm;98;98;8;8;90;90;40
00008_00025.ppm;108;108;10;9;99;99;40
00008_00026.ppm;118;120;10;10;107;109;40
00008_00027.ppm;134;134;11;11;122;123;40
00008_00028.ppm;154;153;13;14;140;140;40
00008_00029.ppm;177;173;15;15;161;159;40
00009_00015.ppm;38;37;5;5;33;32;40
00009_00016.ppm;41;40;6;6;35;35;40
00009_00017.ppm;42;41;5;5;37;36;40
00009_00018.ppm;43;43;5;6;38;38;40
00009_00019.ppm;46;46;5;6;41;41;40
00009_00020.ppm;49;48;5;5;44;43;40
00009_00021.ppm;53;52;6;6;48;47;40
00009_00022.ppm;55;55;5;6;50;50;40
00009_00023.ppm;60;61;6;6;55;55;40
00009_00024.ppm;64;65;5;6;59;60;40
00009_00025.ppm;71;71;6;6;65;64;40
00009_00026.ppm;82;77;8;7;74;71;40
00009_00027.ppm;87;85;7;8;79;78;40
00009_00028.ppm;98;96;8;9;89;88;40
00009_00029.ppm;111;108;10;10;101;98;40
00010_00015.ppm;47;49;6;5;42;44;40
00010_00016.ppm;49;52;6;6;43;47;40
00010_00017.ppm;51;52;6;5;45;46;40
00010_00018.ppm;52;54;6;5;47;48;40
00010_00019.ppm;54;56;5;5;49;51;40
00010_00020.ppm;56;59;5;6;51;54;40
00010_00021.ppm;60;61;6;5;54;55;40
00010_00022.ppm;62;63;6;5;57;58;40
00010_00023.ppm;64;68;5;6;59;62;40
00010_00024.ppm;70;72;7;7;64;66;40
00010_00025.ppm;72;76;7;7;66;69;40
00010_00026.ppm;80;82;8;7;73;75;40
00010_00027.ppm;85;85;8;8;78;78;40
00010_00028.ppm;92;92;9;9;84;84;40
00010_00029.ppm;99;100;8;9;91;92;40
00011_00015.ppm;49;51;6;6;44;46;40
00011_00016.ppm;50;51;6;6;44;46;40
00011_00017.ppm;50;51;6;5;45;46;40
00011_00018.ppm;51;51;6;5;45;46;40
00011_00019.ppm;51;53;5;5;45;47;40
00011_00020.ppm;53;53;6;5;47;48;40
00011_00021.ppm;53;56;5;6;47;51;40
00011_00022.ppm;55;57;6;5;50;52;40
00011_00023.ppm;56;59;6;6;50;53;40
00011_00024.ppm;56;59;6;6;51;54;40
00011_00025.ppm;56;59;5;5;51;54;40
00011_00026.ppm;58;60;6;5;53;55;40
00011_00027.ppm;59;63;5;6;53;58;40
00011_00028.ppm;60;65;5;5;55;59;40
00011_00029.ppm;62;69;6;7;57;62;40
