Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;35;39;5;5;30;34;12
00000_00016.ppm;37;41;6;6;32;36;12
00000_00017.ppm;37;42;5;5;32;37;12
00000_00018.ppm;40;46;5;6;34;40;12
00000_00019.ppm;43;48;6;5;38;42;12
00000_00020.ppm;44;50;6;5;39;44;12
00000_00021.ppm;45;51;5;5;40;46;12
00000_00022.ppm;49;55;6;6;44;50;12
00000_00023.ppm;49;55;5;5;44;50;12
00000_00024.ppm;53;59;6;5;47;53;12
00000_00025.ppm;54;62;5;6;49;57;12
00000_00026.ppm;59;68;6;6;54;62;12
00000_00027.ppm;63;73;5;6;58;67;12
00000_00028.ppm;72;81;6;8;65;73;12
00000_00029.ppm;78;85;7;7;71;78;12
00001_00015.ppm;42;43;5;6;37;38;12
00001_00016.ppm;45;42;6;5;40;37;12
00001_00017.ppm;42;43;5;5;37;38;12
00001_00018.ppm;44;45;5;6;39;40;12
00001_00019.ppm;48;49;5;6;43;44;12
00001_00020.ppm;52;50;5;5;46;45;12
00001_00021.ppm;55;54;5;6;50;49;12
00001_00022.ppm;58;54;6;5;52;49;12
00001_00023.ppm;60;59;6;5;55;53;12
00001_00024.ppm;63;64;6;6;58;59;12
00001_00025.ppm;67;68;6;6;61;62;12
00001_00026.ppm;73;74;7;7;67;68;12
00001_00027.ppm;81;81;8;7;74;74;12
00001_00028.ppm;85;88;7;7;78;81;12
00001_00029.ppm;95;96;8;8;87;88;12
00002_00015.ppm;48;51;6;6;43;46;12
00002_00016.ppm;50;53;6;6;44;48;12
00002_00017.ppm;52;57;5;6;47;52;12
00002_00018.ppm;55;58;5;6;50;53;12
00002_00019.ppm;59;60;5;5;53;55;12
00002_00020.ppm;61;64;5;6;56;59;12
00002_00021.ppm;64;69;5;7;59;63;12
00002_00022.ppm;73;77;6;7;67;70;12
00002_00023.ppm;81;82;7;7;73;75;12
00002_00024.ppm;88;88;8;7;81;81;12
00002_00025.ppm;98;101;9;9;90;93;12
00002_00026.ppm;109;112;10;10;100;103;12
00002_00027.ppm;125;130;11;12;115;119;12
00002_00028.ppm;144;147;12;12;132;135;12
00002_00029.ppm;178;185;16;16;163;170;12
00003_00015.ppm;47;46;6;6;42;41;12
00003_00016.ppm;49;49;5;6;44;44;12
00003_00017.ppm;49;49;5;6;44;44;12
00003_00018.ppm;50;50;6;6;45;45;12
00003_00019.ppm;52;52;6;6;47;47;12
