Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;39;58;6;6;34;52;29
00000_00016.ppm;41;59;6;5;35;54;29
00000_00017.ppm;42;63;6;6;37;58;29
00000_00018.ppm;43;68;5;7;38;62;29
00000_00019.ppm;46;71;6;6;41;65;29
00000_00020.ppm;48;75;6;6;43;69;29
00000_00021.ppm;49;81;5;7;44;74;29
00000_00022.ppm;51;85;6;7;46;78;29
00000_00023.ppm;54;96;6;8;49;87;29
00000_00024.ppm;56;106;5;10;51;97;29
00000_00025.ppm;58;111;5;9;53;101;29
00000_00026.ppm;62;121;6;11;56;111;29
00000_00027.ppm;65;134;6;12;60;123;29
00000_00028.ppm;69;157;6;13;63;144;29
00000_00029.ppm;67;182;6;15;61;167;29
00001_00015.ppm;54;51;5;5;49;45;29
00001_00016.ppm;58;53;5;5;53;48;29
00001_00017.ppm;62;57;6;6;57;52;29
00001_00018.ppm;65;59;6;5;60;53;29
00001_00019.ppm;70;61;7;5;64;56;29
00001_00020.ppm;71;63;6;5;65;58;29
00001_00021.ppm;76;70;7;7;70;64;29
00001_00022.ppm;81;73;7;7;74;67;29
00001_00023.ppm;87;76;8;6;79;70;29
00001_00024.ppm;94;84;9;8;86;77;29
00001_00025.ppm;104;93;10;8;95;85;29
00001_00026.ppm;112;100;10;8;103;92;29
00001_00027.ppm;124;112;11;10;114;103;29
00001_00028.ppm;137;124;12;10;126;113;29
00001_00029.ppm;164;149;14;13;150;137;29
00002_00015.ppm;50;46;5;6;45;41;29
00002_00016.ppm;51;47;5;6;46;42;29
00002_00017.ppm;52;49;5;6;47;44;29
00002_00018.ppm;54;49;5;6;49;44;29
00002_00019.ppm;56;49;6;5;51;44;29
00002_00020.ppm;59;55;6;6;54;50;29
00002_00021.ppm;60;56;6;6;55;51;29
00002_00022.ppm;63;59;5;6;58;54;29
00002_00023.ppm;65;58;6;5;60;53;29
00002_00024.ppm;71;63;7;6;65;58;29
00002_00025.ppm;71;63;6;5;65;58;29
00002_00026.ppm;74;70;6;6;68;64;29
00002_00027.ppm;79;73;7;6;72;67;29
00002_00028.ppm;84;79;7;7;77;72;29
00002_00029.ppm;87;81;8;7;80;74;29
00003_00015.ppm;58;54;5;5;53;49;29
00003_00016.ppm;61;57;6;6;55;51;29
00003_00017.ppm;64;60;6;6;59;55;29
00003_00018.ppm;67;61;6;5;61;55;29
00003_00019.ppm;71;65;6;6;65;60;29
00003_00020.ppm;73;68;6;6;67;62;29
00003_00021.ppm;76;71;7;7;70;65;29
00003_00022.ppm;81;75;7;7;74;69;29
00003_00023.ppm;84;76;8;6;77;70;29
00003_00024.ppm;87;82;7;8;80;75;29
00003_00025.ppm;92;84;9;8;84;77;29
00003_00026.ppm;93;86;8;8;85;79;29
00003_00027.ppm;99;93;8;8;91;85;29
00003_00028.ppm;106;97;10;8;97;89;29
00003_00029.ppm;110;104;9;10;101;95;29
00004_00015.ppm;52;48;5;5;47;43;29
00004_00016.ppm;53;48;6;5;48;43;29
00004_00017.ppm;52;49;5;6;47;44;29
00004_00018.ppm;53;50;5;6;48;45;29
00004_00019.ppm;55;52;6;5;50;46;29
00004_00020.ppm;57;55;6;5;52;49;29
00004_00021.ppm;60;58;6;6;54;53;29
00004_00022.ppm;63;60;5;5;58;54;29
00004_00023.ppm;70;65;6;6;64;60;29
00004_00024.ppm;75;70;7;6;69;64;29
00004_00025.ppm;79;74;7;7;72;68;29
00004_00026.ppm;91;85;8;7;83;77;29
00004_00027.ppm;101;97;9;9;93;88;29
00004_00028.ppm;117;109;11;9;107;100;29
00004_00029.ppm;141;132;13;11;129;121;29
00005_00015.ppm;48;43;5;5;43;38;29
00005_00016.ppm;52;46;6;5;47;41;29
00005_00017.ppm;54;49;6;6;49;44;29
00005_00018.ppm;55;50;5;5;50;45;29
00005_00019.ppm;59;53;6;6;54;48;29
00005_00020.ppm;61;55;5;6;56;50;29
00005_00021.ppm;67;58;6;6;61;53;29
00005_00022.ppm;73;60;7;5;67;55;29
00005_00023.ppm;75;65;6;6;69;60;29
00005_00024.ppm;83;72;8;6;76;66;29
00005_00025.ppm;94;82;9;7;86;74;29
00005_00026.ppm;106;91;10;8;97;83;29
00005_00027.ppm;119;103;10;9;109;94;29
00005_00028.ppm;134;116;12;11;123;106;29
00005_00029.ppm;170;144;14;12;156;132;29
00006_00015.ppm;43;41;6;5;38;36;29
00006_00016.ppm;43;42;6;5;38;37;29
00006_00017.ppm;46;44;5;5;41;39;29
00006_00018.ppm;48;45;6;5;43;40;29
00006_00019.ppm;50;47;5;5;45;42;29
00006_00020.ppm;54;49;6;5;48;44;29
00006_00021.ppm;55;51;5;6;50;46;29
00006_00022.ppm;60;55;6;6;55;50;29
00006_00023.ppm;62;58;5;6;57;53;29
00006_00024.ppm;71;64;6;6;65;59;29
00006_00025.ppm;74;68;6;6;68;62;29
00006_00026.ppm;80;72;7;7;73;66;29
00006_00027.ppm;88;81;8;8;81;74;29
00006_00028.ppm;105;93;10;8;95;84;29
00006_00029.ppm;117;106;11;10;106;96;29
00007_00015.ppm;48;49;5;5;42;44;29
00007_00016.ppm;49;53;6;6;44;47;29
00007_00017.ppm;53;53;6;5;47;48;29
00007_00018.ppm;53;53;6;6;47;48;29
00007_00019.ppm;59;57;6;6;53;52;29
00007_00020.ppm;60;59;5;5;55;53;29
00007_00021.ppm;63;62;5;6;57;56;29
00007_00022.ppm;63;66;5;6;58;60;29
00007_00023.ppm;70;69;6;6;64;62;29
00007_00024.ppm;71;73;7;6;65;66;29
00007_00025.ppm;81;80;8;8;74;73;29
00007_00026.ppm;84;84;7;8;77;77;29
00007_00027.ppm;93;92;8;8;84;84;29
00007_00028.ppm;98;97;9;8;90;89;29
00007_00029.ppm;107;107;10;10;97;98;29
00008_00015.ppm;59;54;5;5;54;49;29
00008_00016.ppm;61;57;5;6;56;52;29
00008_00017.ppm;65;59;6;6;59;54;29
00008_00018.ppm;68;61;6;6;62;56;29
00008_00019.ppm;72;63;6;6;65;58;29
00008_00020.ppm;74;68;6;7;68;62;29
00008_00021.ppm;80;71;7;7;72;65;29
00008_00022.ppm;84;75;7;6;77;69;29
00008_00023.ppm;89;82;8;7;82;75;29
00008_00024.ppm;97;87;8;7;89;80;29
00008_00025.ppm;106;95;10;9;97;86;29
00008_00026.ppm;113;98;10;8;103;90;29
00008_00027.ppm;121;109;10;10;111;100;29
00008_00028.ppm;140;124;12;10;128;114;29
00008_00029.ppm;154;141;13;13;141;129;29
