Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;43;42;6;5;38;37;37
00000_00016.ppm;44;42;5;5;39;37;37
00000_00017.ppm;43;43;6;6;38;38;37
00000_00018.ppm;44;43;5;6;39;38;37
00000_00019.ppm;44;44;5;6;39;38;37
00000_00020.ppm;46;46;6;6;41;41;37
00000_00021.ppm;46;46;6;6;41;41;37
00000_00022.ppm;47;47;5;6;42;42;37
00000_00023.ppm;50;47;6;5;44;42;37
00000_00024.ppm;50;49;5;5;44;43;37
00000_00025.ppm;50;51;5;6;45;45;37
00000_00026.ppm;52;51;6;6;47;46;37
00000_00027.ppm;54;51;6;5;48;46;37
00000_00028.ppm;55;54;5;5;50;49;37
00000_00029.ppm;57;57;6;6;51;52;37
00001_00015.ppm;46;45;6;5;41;40;37
00001_00016.ppm;50;47;6;5;45;42;37
00001_00017.ppm;51;50;6;6;46;45;37
00001_00018.ppm;53;52;5;5;48;47;37
00001_00019.ppm;55;55;6;5;50;50;37
00001_00020.ppm;57;58;5;6;52;53;37
00001_00021.ppm;61;60;6;5;56;55;37
00001_00022.ppm;62;62;5;5;57;57;37
00001_00023.ppm;69;65;7;6;63;60;37
00001_00024.ppm;73;72;7;6;67;66;37
00001_00025.ppm;76;75;7;6;70;69;37
00001_00026.ppm;83;84;7;8;76;77;37
00001_00027.ppm;93;93;9;9;85;85;37
00001_00028.ppm;98;98;9;9;90;90;37
00001_00029.ppm;112;111;10;9;103;102;37
00002_00015.ppm;51;49;6;5;46;44;37
00002_00016.ppm;54;51;5;5;49;46;37
00002_00017.ppm;60;56;6;5;55;51;37
00002_00018.ppm;63;60;5;5;58;55;37
00002_00019.ppm;69;68;6;7;63;62;37
00002_00020.ppm;76;72;7;6;70;66;37
00002_00021.ppm;81;79;7;7;74;72;37
00002_00022.ppm;86;85;7;7;79;78;37
00002_00023.ppm;95;94;8;9;87;86;37
00002_00024.ppm;103;99;9;8;94;91;37
00002_00025.ppm;109;107;9;9;100;98;37
00002_00026.ppm;117;116;10;11;107;106;37
00002_00027.ppm;124;122;11;11;114;112;37
00002_00028.ppm;129;128;11;12;118;117;37
00002_00029.ppm;136;134;12;12;125;123;37
00003_00015.ppm;41;40;6;6;36;35;37
00003_00016.ppm;41;42;5;6;36;36;37
00003_00017.ppm;42;42;5;5;36;36;37
00003_00018.ppm;44;44;6;6;39;39;37
00003_00019.ppm;44;45;5;6;39;40;37
00003_00020.ppm;46;46;6;5;41;40;37
00003_00021.ppm;45;46;5;5;40;41;37
00003_00022.ppm;49;50;6;6;44;45;37
00003_00023.ppm;51;53;5;6;45;47;37
00003_00024.ppm;54;54;5;5;48;49;37
00003_00025.ppm;58;57;5;5;53;52;37
00003_00026.ppm;62;61;6;6;57;56;37
00003_00027.ppm;64;63;5;5;59;58;37
00003_00028.ppm;72;70;7;7;66;64;37
00003_00029.ppm;80;75;7;7;72;69;37
00004_00015.ppm;37;39;5;6;32;34;37
00004_00016.ppm;37;39;5;6;32;34;37
00004_00017.ppm;39;40;5;6;33;35;37
00004_00018.ppm;41;41;6;6;35;36;37
00004_00019.ppm;41;42;6;6;36;37;37
00004_00020.ppm;43;45;6;6;38;39;37
00004_00021.ppm;44;45;6;6;39;39;37
00004_00022.ppm;47;47;6;6;41;42;37
00004_00023.ppm;49;51;5;6;43;45;37
00004_00024.ppm;52;53;6;6;47;48;37
00004_00025.ppm;54;55;6;6;48;49;37
00004_00026.ppm;55;57;6;6;50;52;37
00004_00027.ppm;57;59;5;5;51;54;37
00004_00028.ppm;60;64;5;6;55;59;37
00004_00029.ppm;64;69;6;7;59;63;37
00005_00015.ppm;61;61;6;6;56;56;37
00005_00016.ppm;61;62;5;6;56;57;37
00005_00017.ppm;62;63;5;5;57;58;37
00005_00018.ppm;68;70;6;7;62;64;37
00005_00019.ppm;71;72;7;6;65;65;37
00005_00020.ppm;73;75;6;6;67;69;37
00005_00021.ppm;76;81;6;8;70;74;37
00005_00022.ppm;83;84;8;8;76;77;37
00005_00023.ppm;86;85;8;7;78;77;37
00005_00024.ppm;91;92;8;9;83;84;37
00005_00025.ppm;93;95;8;9;85;87;37
00005_00026.ppm;98;100;8;9;90;92;37
00005_00027.ppm;106;106;10;10;97;96;37
00005_00028.ppm;111;107;10;9;102;98;37
00005_00029.ppm;115;111;10;9;105;102;37
00006_00015.ppm;56;58;6;5;51;53;37
00006_00016.ppm;57;60;5;5;52;54;37
00006_00017.ppm;61;62;6;5;55;57;37
00006_00018.ppm;63;67;6;6;58;61;37
00006_00019.ppm;63;68;5;6;58;62;37
00006_00020.ppm;64;69;6;6;59;63;37
00006_00021.ppm;64;71;6;6;59;64;37
00006_00022.ppm;69;75;6;7;62;68;37
00006_00023.ppm;72;73;7;7;66;67;37
00006_00024.ppm;70;72;6;6;63;66;37
00006_00025.ppm;71;76;6;6;65;69;37
00006_00026.ppm;75;81;6;7;69;74;37
00006_00027.ppm;80;84;7;7;73;77;37
00006_00028.ppm;80;85;7;7;73;77;37
00006_00029.ppm;85;91;8;8;78;83;37
