Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;58;58;5;6;53;53;25
00000_00016.ppm;62;60;6;5;57;55;25
00000_00017.ppm;62;62;5;6;57;57;25
00000_00018.ppm;64;63;6;6;59;58;25
00000_00019.ppm;67;65;6;6;61;60;25
00000_00020.ppm;69;69;6;7;63;63;25
00000_00021.ppm;71;71;6;7;65;65;25
00000_00022.ppm;74;72;6;6;68;66;25
00000_00023.ppm;82;80;8;8;75;73;25
00000_00024.ppm;86;83;8;7;79;76;25
00000_00025.ppm;92;88;9;8;84;81;25
00000_00026.ppm;95;93;8;8;87;85;25
00000_00027.ppm;107;98;10;9;98;90;25
00000_00028.ppm;111;103;10;9;102;94;25
00000_00029.ppm;121;112;10;10;111;103;25
00001_00015.ppm;98;86;8;7;90;79;25
00001_00016.ppm;100;86;9;7;91;79;25
00001_00017.ppm;101;89;8;7;92;81;25
00001_00018.ppm;106;94;10;9;97;86;25
00001_00019.ppm;110;97;9;8;101;89;25
00001_00020.ppm;118;104;11;10;108;95;25
00001_00021.ppm;122;106;11;9;111;96;25
00001_00022.ppm;130;111;12;9;118;102;25
00001_00023.ppm;140;121;13;11;128;111;25
00001_00024.ppm;143;126;13;11;131;115;25
00001_00025.ppm;147;132;13;11;135;121;25
00001_00026.ppm;153;136;13;11;139;125;25
00001_00027.ppm;160;147;14;13;147;134;25
00001_00028.ppm;171;156;14;13;157;143;25
00001_00029.ppm;189;171;16;14;172;157;25
00002_00015.ppm;48;46;5;5;42;41;25
00002_00016.ppm;51;48;6;6;46;43;25
00002_00017.ppm;52;49;5;6;47;43;25
00002_00018.ppm;56;51;6;6;51;46;25
00002_00019.ppm;58;53;6;5;53;47;25
00002_00020.ppm;62;56;6;6;57;51;25
00002_00021.ppm;69;61;7;6;63;56;25
00002_00022.ppm;75;69;7;7;69;63;25
00002_00023.ppm;83;75;8;7;75;68;25
00002_00024.ppm;92;83;9;7;84;75;25
00002_00025.ppm;103;95;9;8;94;87;25
00002_00026.ppm;120;109;11;9;109;99;25
00002_00027.ppm;136;120;12;10;125;109;25
00002_00028.ppm;166;145;14;13;151;133;25
00002_00029.ppm;200;182;18;16;183;167;25
00003_00015.ppm;104;91;10;8;95;83;25
00003_00016.ppm;107;96;9;8;98;88;25
00003_00017.ppm;110;100;10;9;101;91;25
00003_00018.ppm;118;105;11;9;107;96;25
00003_00019.ppm;122;110;11;10;112;101;25
00003_00020.ppm;131;117;11;10;120;106;25
00003_00021.ppm;136;119;12;11;125;109;25
00003_00022.ppm;146;128;12;11;133;117;25
00003_00023.ppm;155;139;13;12;142;127;25
00003_00024.ppm;164;152;14;13;150;139;25
00003_00025.ppm;170;157;14;13;156;144;25
00003_00026.ppm;188;169;16;15;172;155;25
00003_00027.ppm;207;191;17;17;190;174;25
00003_00028.ppm;231;213;20;19;212;194;25
00003_00029.ppm;243;225;20;20;223;205;25
00004_00015.ppm;49;45;6;5;44;40;25
00004_00016.ppm;49;45;5;5;44;40;25
00004_00017.ppm;51;46;6;5;45;41;25
00004_00018.ppm;51;49;5;6;46;43;25
00004_00019.ppm;52;48;5;5;47;43;25
00004_00020.ppm;53;47;6;5;48;42;25
00004_00021.ppm;56;50;5;6;50;44;25
00004_00022.ppm;56;49;5;5;51;44;25
00004_00023.ppm;59;52;6;5;54;47;25
00004_00024.ppm;62;56;6;6;57;51;25
00004_00025.ppm;64;58;6;6;59;53;25
00004_00026.ppm;70;62;7;6;64;57;25
00004_00027.ppm;72;63;6;6;65;58;25
00004_00028.ppm;75;69;7;7;69;63;25
00004_00029.ppm;80;73;8;7;73;67;25
00005_00015.ppm;47;44;6;6;42;39;25
00005_00016.ppm;48;45;6;5;43;39;25
00005_00017.ppm;51;48;5;6;46;43;25
00005_00018.ppm;53;50;5;6;48;45;25
00005_00019.ppm;57;53;5;5;52;48;25
00005_00020.ppm;61;55;6;6;55;50;25
00005_00021.ppm;64;60;6;6;59;55;25
00005_00022.ppm;68;63;6;6;62;58;25
00005_00023.ppm;72;64;6;6;65;58;25
00005_00024.ppm;81;70;8;7;73;64;25
00005_00025.ppm;85;74;7;6;78;68;25
00005_00026.ppm;96;88;8;8;88;81;25
00005_00027.ppm;108;98;10;8;99;90;25
00005_00028.ppm;123;119;10;11;112;108;25
00005_00029.ppm;151;136;13;12;138;125;25
