Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;52;49;5;6;47;43;22
00000_00016.ppm;55;49;6;5;49;43;22
00000_00017.ppm;55;51;5;6;50;46;22
00000_00018.ppm;57;53;5;6;52;48;22
00000_00019.ppm;60;55;6;6;55;50;22
00000_00020.ppm;68;58;7;5;62;53;22
00000_00021.ppm;70;62;6;5;64;56;22
00000_00022.ppm;75;65;7;5;69;59;22
00000_00023.ppm;80;71;7;7;73;65;22
00000_00024.ppm;87;76;7;6;80;70;22
00000_00025.ppm;93;82;8;7;85;75;22
00000_00026.ppm;100;91;8;8;92;83;22
00000_00027.ppm;108;97;9;8;99;89;22
00000_00028.ppm;129;116;11;11;118;106;22
00000_00029.ppm;140;125;13;11;128;115;22
00001_00015.ppm;41;38;5;6;35;33;22
00001_00016.ppm;45;41;6;6;40;35;22
00001_00017.ppm;46;41;5;5;41;36;22
00001_00018.ppm;46;42;5;6;41;37;22
00001_00019.ppm;50;44;6;6;45;39;22
00001_00020.ppm;53;44;5;5;48;39;22
00001_00021.ppm;53;45;6;5;48;40;22
00001_00022.ppm;54;49;5;6;49;44;22
00001_00023.ppm;58;51;6;5;52;46;22
00001_00024.ppm;59;54;5;6;53;49;22
00001_00025.ppm;62;56;5;5;57;51;22
00001_00026.ppm;64;58;5;5;58;53;22
00001_00027.ppm;72;64;7;6;66;59;22
00001_00028.ppm;76;73;6;7;70;67;22
00001_00029.ppm;85;81;8;8;78;74;22
00002_00015.ppm;50;47;6;5;45;42;22
00002_00016.ppm;52;50;5;5;47;45;22
00002_00017.ppm;54;52;5;5;49;47;22
00002_00018.ppm;57;54;5;5;52;49;22
00002_00019.ppm;61;57;6;5;56;52;22
00002_00020.ppm;65;61;6;5;60;56;22
00002_00021.ppm;68;63;6;5;62;58;22
00002_00022.ppm;73;70;7;6;67;64;22
00002_00023.ppm;75;76;6;7;69;70;22
00002_00024.ppm;83;82;8;7;76;75;22
00002_00025.ppm;88;87;8;7;81;80;22
00002_00026.ppm;96;96;8;8;88;88;22
00002_00027.ppm;111;110;10;9;102;101;22
00002_00028.ppm;119;122;10;10;109;112;22
00002_00029.ppm;134;139;12;12;123;127;22
00003_00015.ppm;53;47;6;5;48;42;22
00003_00016.ppm;54;50;5;6;49;45;22
00003_00017.ppm;56;50;6;5;51;45;22
00003_00018.ppm;57;53;5;6;52;48;22
00003_00019.ppm;59;54;5;5;54;49;22
00003_00020.ppm;63;57;6;6;58;52;22
00003_00021.ppm;67;59;6;6;61;54;22
00003_00022.ppm;68;60;6;6;62;55;22
00003_00023.ppm;73;63;7;6;67;58;22
00003_00024.ppm;75;67;6;6;69;61;22
00003_00025.ppm;80;68;8;6;73;62;22
00003_00026.ppm;82;72;7;7;75;66;22
00003_00027.ppm;87;74;8;6;80;68;22
00003_00028.ppm;97;84;8;7;89;77;22
00003_00029.ppm;104;89;10;8;95;82;22
00004_00015.ppm;40;38;6;5;34;32;22
00004_00016.ppm;41;39;6;5;36;33;22
00004_00017.ppm;43;40;6;5;38;35;22
00004_00018.ppm;45;43;6;6;39;37;22
00004_00019.ppm;45;45;5;5;40;39;22
00004_00020.ppm;48;46;6;5;43;41;22
00004_00021.ppm;50;48;5;5;45;43;22
00004_00022.ppm;52;49;5;5;46;43;22
00004_00023.ppm;56;52;5;5;50;47;22
00004_00024.ppm;60;56;5;5;55;51;22
00004_00025.ppm;64;61;5;6;59;55;22
00004_00026.ppm;74;69;7;7;67;62;22
00004_00027.ppm;80;73;7;7;72;67;22
00004_00028.ppm;89;83;7;8;81;76;22
00004_00029.ppm;99;91;8;8;91;83;22
00005_00015.ppm;42;39;5;5;37;34;22
00005_00016.ppm;42;43;6;6;37;38;22
00005_00017.ppm;43;45;5;6;38;40;22
00005_00018.ppm;46;44;5;6;41;39;22
00005_00019.ppm;49;45;6;5;44;40;22
00005_00020.ppm;51;48;6;6;46;43;22
00005_00021.ppm;49;48;5;6;44;43;22
00005_00022.ppm;54;52;6;6;49;47;22
00005_00023.ppm;52;52;5;6;47;47;22
00005_00024.ppm;57;56;6;6;52;51;22
00005_00025.ppm;59;60;6;6;54;55;22
00005_00026.ppm;59;57;6;5;54;52;22
00005_00027.ppm;64;63;5;6;59;58;22
00005_00028.ppm;68;70;6;6;62;64;22
00005_00029.ppm;76;74;6;6;70;68;22
00006_00015.ppm;42;38;5;5;37;33;22
00006_00016.ppm;44;40;5;5;39;35;22
00006_00017.ppm;44;41;5;6;39;36;22
00006_00018.ppm;48;43;6;5;43;37;22
00006_00019.ppm;49;45;5;5;44;40;22
00006_00020.ppm;52;46;6;5;47;41;22
00006_00021.ppm;53;49;6;5;48;44;22
00006_00022.ppm;55;53;5;6;50;48;22
00006_00023.ppm;59;57;6;6;54;52;22
00006_00024.ppm;64;60;6;6;59;55;22
00006_00025.ppm;69;63;6;6;63;58;22
00006_00026.ppm;76;71;7;7;70;65;22
00006_00027.ppm;85;77;8;7;78;71;22
00006_00028.ppm;89;83;8;7;82;76;22
00006_00029.ppm;99;93;8;9;91;85;22
00007_00015.ppm;55;52;6;5;49;47;22
00007_00016.ppm;56;55;6;6;51;49;22
00007_00017.ppm;57;57;5;6;52;51;22
00007_00018.ppm;60;60;5;6;55;54;22
00007_00019.ppm;65;62;6;6;60;57;22
00007_00020.ppm;69;65;6;6;63;60;22
00007_00021.ppm;76;70;6;6;70;64;22
00007_00022.ppm;83;73;8;6;76;67;22
00007_00023.ppm;95;82;9;7;87;74;22
00007_00024.ppm;105;87;10;7;96;80;22
00007_00025.ppm;117;100;11;9;107;92;22
00007_00026.ppm;130;117;11;11;118;106;22
00007_00027.ppm;142;124;12;10;130;114;22
00007_00028.ppm;161;147;14;12;148;135;22
00007_00029.ppm;182;171;15;15;167;157;22
00008_00015.ppm;40;39;6;6;35;33;22
00008_00016.ppm;42;40;6;5;37;35;22
00008_00017.ppm;46;42;6;5;41;37;22
00008_00018.ppm;48;43;6;5;43;38;22
00008_00019.ppm;50;48;5;6;45;42;22
00008_00020.ppm;55;51;6;5;50;46;22
00008_00021.ppm;56;53;6;5;51;48;22
00008_00022.ppm;62;57;6;5;57;52;22
00008_00023.ppm;69;63;7;5;63;58;22
00008_00024.ppm;72;69;7;7;65;63;22
00008_00025.ppm;84;78;8;7;76;71;22
00008_00026.ppm;86;85;7;8;79;78;22
00008_00027.ppm;99;100;8;9;91;92;22
00008_00028.ppm;124;123;11;11;113;113;22
00008_00029.ppm;134;137;11;11;123;125;22
00009_00015.ppm;49;43;6;6;44;38;22
00009_00016.ppm;50;45;6;6;45;40;22
00009_00017.ppm;52;46;5;5;47;41;22
00009_00018.ppm;55;49;5;5;50;44;22
00009_00019.ppm;59;52;6;6;54;47;22
00009_00020.ppm;62;56;5;6;57;51;22
00009_00021.ppm;64;57;5;6;59;52;22
00009_00022.ppm;71;61;7;6;65;56;22
00009_00023.ppm;80;67;8;6;73;61;22
00009_00024.ppm;83;72;7;6;76;66;22
00009_00025.ppm;91;79;8;7;83;72;22
00009_00026.ppm;103;88;9;8;94;81;22
00009_00027.ppm;111;97;9;9;102;89;22
00009_00028.ppm;129;109;12;9;118;100;22
00009_00029.ppm;148;128;12;11;136;117;22
00010_00015.ppm;39;38;6;5;34;33;22
00010_00016.ppm;40;39;6;6;34;34;22
00010_00017.ppm;39;39;5;5;34;34;22
00010_00018.ppm;41;40;5;5;35;34;22
00010_00019.ppm;42;41;6;6;37;36;22
00010_00020.ppm;44;42;6;5;39;37;22
00010_00021.ppm;44;44;5;6;39;39;22
00010_00022.ppm;48;47;6;6;42;41;22
00010_00023.ppm;49;47;6;5;44;42;22
00010_00024.ppm;51;49;6;6;45;44;22
00010_00025.ppm;53;52;5;6;47;47;22
00010_00026.ppm;55;52;6;5;49;47;22
00010_00027.ppm;57;56;5;5;52;51;22
00010_00028.ppm;60;59;6;6;55;54;22
00010_00029.ppm;64;62;6;5;59;57;22
00011_00015.ppm;47;44;6;6;42;39;22
00011_00016.ppm;48;45;6;5;43;40;22
00011_00017.ppm;50;46;6;5;44;41;22
00011_00018.ppm;51;48;6;5;46;43;22
00011_00019.ppm;53;48;6;5;48;43;22
00011_00020.ppm;55;52;6;5;49;46;22
00011_00021.ppm;53;52;5;5;48;47;22
00011_00022.ppm;56;57;6;6;51;52;22
00011_00023.ppm;61;59;6;6;56;54;22
00011_00024.ppm;62;61;6;6;57;56;22
00011_00025.ppm;67;63;6;6;61;58;22
00011_00026.ppm;69;69;7;7;63;63;22
00011_00027.ppm;74;72;6;6;68;66;22
00011_00028.ppm;81;80;8;7;74;73;22
00011_00029.ppm;84;88;8;8;77;81;22
00012_00015.ppm;47;45;5;5;42;39;22
00012_00016.ppm;49;48;5;6;44;43;22
00012_00017.ppm;52;48;6;5;47;43;22
00012_00018.ppm;53;49;5;6;47;44;22
00012_00019.ppm;56;51;6;6;50;46;22
00012_00020.ppm;57;53;5;5;52;48;22
00012_00021.ppm;62;57;6;5;57;51;22
00012_00022.ppm;64;58;6;5;59;53;22
00012_00023.ppm;69;63;7;5;63;58;22
00012_00024.ppm;73;69;7;7;67;63;22
00012_00025.ppm;80;75;7;7;73;69;22
00012_00026.ppm;91;84;8;7;83;77;22
00012_00027.ppm;97;89;9;8;89;82;22
00012_00028.ppm;109;101;9;9;100;93;22
00012_00029.ppm;121;110;11;10;111;101;22
