Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;89;78;7;7;81;71;19
00000_00016.ppm;94;81;9;7;86;73;19
00000_00017.ppm;97;83;9;7;89;76;19
00000_00018.ppm;100;85;9;7;92;78;19
00000_00019.ppm;105;88;10;7;96;81;19
00000_00020.ppm;107;94;9;9;98;86;19
00000_00021.ppm;111;97;10;9;102;89;19
00000_00022.ppm;116;99;11;8;106;91;19
00000_00023.ppm;119;104;10;9;109;95;19
00000_00024.ppm;122;109;10;10;112;99;19
00000_00025.ppm;129;112;12;10;118;102;19
00000_00026.ppm;133;116;12;10;122;106;19
00000_00027.ppm;141;121;13;10;129;110;19
00000_00028.ppm;147;129;13;12;135;117;19
00000_00029.ppm;154;132;13;11;141;121;19
00001_00015.ppm;47;43;5;6;41;38;19
00001_00016.ppm;50;43;6;5;45;38;19
00001_00017.ppm;52;46;6;5;47;40;19
00001_00018.ppm;54;49;5;6;48;43;19
00001_00019.ppm;57;49;6;5;52;44;19
00001_00020.ppm;58;54;5;5;53;48;19
00001_00021.ppm;63;57;5;5;58;52;19
00001_00022.ppm;70;61;7;6;64;55;19
00001_00023.ppm;74;66;6;6;68;60;19
00001_00024.ppm;81;71;7;6;74;65;19
00001_00025.ppm;91;80;8;7;83;73;19
00001_00026.ppm;102;90;9;8;93;82;19
00001_00027.ppm;112;100;9;9;103;92;19
00001_00028.ppm;131;117;12;10;120;107;19
00001_00029.ppm;151;134;13;11;138;123;19
00002_00015.ppm;62;54;6;5;57;49;19
00002_00016.ppm;64;56;6;6;59;51;19
00002_00017.ppm;67;58;6;6;61;52;19
00002_00018.ppm;71;59;7;5;64;53;19
00002_00019.ppm;73;61;7;5;67;55;19
00002_00020.ppm;76;64;7;6;70;58;19
00002_00021.ppm;79;64;7;6;72;59;19
00002_00022.ppm;85;68;8;6;78;62;19
00002_00023.ppm;92;71;9;6;84;65;19
00002_00024.ppm;96;75;9;7;88;69;19
00002_00025.ppm;100;81;9;8;92;74;19
00002_00026.ppm;107;86;9;8;98;78;19
00002_00027.ppm;115;93;10;9;105;84;19
00002_00028.ppm;123;98;11;9;113;90;19
00002_00029.ppm;133;106;11;9;121;97;19
00003_00015.ppm;43;42;5;5;38;37;19
00003_00016.ppm;46;43;6;5;40;38;19
00003_00017.ppm;48;46;6;5;43;40;19
00003_00018.ppm;50;47;6;5;45;42;19
00003_00019.ppm;54;50;6;5;49;45;19
00003_00020.ppm;57;54;6;6;51;48;19
00003_00021.ppm;59;57;6;6;54;51;19
00003_00022.ppm;64;61;6;6;58;55;19
00003_00023.ppm;70;63;7;5;64;57;19
00003_00024.ppm;77;69;7;6;71;63;19
00003_00025.ppm;86;74;8;7;78;67;19
00003_00026.ppm;88;80;7;7;81;73;19
00003_00027.ppm;95;88;9;7;87;81;19
00003_00028.ppm;110;104;9;9;100;94;19
00003_00029.ppm;141;128;13;11;129;117;19
00004_00015.ppm;54;51;5;5;49;46;19
00004_00016.ppm;55;52;5;5;50;47;19
00004_00017.ppm;58;56;6;6;53;51;19
00004_00018.ppm;59;57;5;5;54;52;19
00004_00019.ppm;61;59;6;6;56;54;19
00004_00020.ppm;64;60;6;5;59;55;19
00004_00021.ppm;64;62;5;6;59;57;19
00004_00022.ppm;71;67;7;6;65;61;19
00004_00023.ppm;75;71;7;7;69;65;19
00004_00024.ppm;79;73;7;6;72;67;19
00004_00025.ppm;83;76;8;6;76;70;19
00004_00026.ppm;88;83;8;7;81;76;19
00004_00027.ppm;95;91;8;8;87;83;19
00004_00028.ppm;104;97;10;9;95;89;19
00004_00029.ppm;111;106;10;10;102;97;19
00005_00015.ppm;46;41;6;5;41;36;19
00005_00016.ppm;46;43;5;6;41;38;19
00005_00017.ppm;48;45;5;6;43;40;19
00005_00018.ppm;51;47;5;6;46;42;19
00005_00019.ppm;54;50;6;6;49;45;19
00005_00020.ppm;55;51;5;6;50;45;19
00005_00021.ppm;59;52;6;6;54;47;19
00005_00022.ppm;61;55;6;5;55;49;19
00005_00023.ppm;65;60;5;6;59;54;19
00005_00024.ppm;71;64;7;6;65;59;19
00005_00025.ppm;77;71;6;6;70;65;19
00005_00026.ppm;84;76;7;7;77;70;19
00005_00027.ppm;94;84;8;7;86;77;19
00005_00028.ppm;105;95;10;9;96;87;19
00005_00029.ppm;116;104;11;9;106;95;19
00006_00015.ppm;51;47;5;5;46;42;19
00006_00016.ppm;52;50;5;6;47;45;19
00006_00017.ppm;53;50;5;5;48;45;19
00006_00018.ppm;59;54;6;6;54;49;19
00006_00019.ppm;60;55;5;5;55;50;19
00006_00020.ppm;63;59;5;6;58;54;19
00006_00021.ppm;68;62;6;5;61;56;19
00006_00022.ppm;72;68;6;6;66;62;19
00006_00023.ppm;80;72;7;6;73;65;19
00006_00024.ppm;85;75;7;6;78;69;19
00006_00025.ppm;96;85;8;8;88;78;19
00006_00026.ppm;107;94;10;9;98;86;19
00006_00027.ppm;122;107;10;9;112;98;19
00006_00028.ppm;136;121;12;11;125;111;19
00006_00029.ppm;169;147;15;12;155;135;19
