Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;75;76;6;6;69;70;16
00000_00016.ppm;81;80;8;7;74;73;16
00000_00017.ppm;83;83;7;7;76;76;16
00000_00018.ppm;86;87;7;7;79;80;16
00000_00019.ppm;91;91;8;8;83;83;16
00000_00020.ppm;95;95;8;9;87;87;16
00000_00021.ppm;100;100;9;9;92;92;16
00000_00022.ppm;110;109;10;10;101;100;16
00000_00023.ppm;118;116;11;10;108;106;16
00000_00024.ppm;123;122;10;11;113;112;16
00000_00025.ppm;135;133;12;12;124;122;16
00000_00026.ppm;146;143;13;12;134;131;16
00000_00027.ppm;164;160;15;14;150;147;16
00000_00028.ppm;180;175;16;15;165;160;16
00000_00029.ppm;200;195;18;17;183;179;16
00001_00015.ppm;55;58;5;5;50;53;16
00001_00016.ppm;58;61;6;6;53;56;16
00001_00017.ppm;60;65;5;6;55;60;16
00001_00018.ppm;63;69;6;6;58;63;16
00001_00019.ppm;68;71;7;7;62;65;16
00001_00020.ppm;72;76;6;7;66;70;16
00001_00021.ppm;76;81;6;7;70;74;16
00001_00022.ppm;84;86;7;7;77;79;16
00001_00023.ppm;92;95;9;9;84;87;16
00001_00024.ppm;97;99;8;9;89;91;16
00001_00025.ppm;108;109;9;9;99;100;16
00001_00026.ppm;118;119;10;11;108;109;16
00001_00027.ppm;132;133;11;12;121;122;16
00001_00028.ppm;148;145;13;12;136;133;16
00001_00029.ppm;170;168;14;15;156;154;16
00002_00015.ppm;36;36;5;6;31;31;16
00002_00016.ppm;38;38;6;5;33;33;16
00002_00017.ppm;38;40;5;6;33;35;16
00002_00018.ppm;39;41;5;6;34;36;16
00002_00019.ppm;39;41;5;6;34;36;16
00002_00020.ppm;40;41;5;5;35;36;16
00002_00021.ppm;42;42;6;5;37;37;16
00002_00022.ppm;46;47;5;6;41;42;16
00002_00023.ppm;49;48;6;5;44;43;16
00002_00024.ppm;49;49;5;5;44;44;16
00002_00025.ppm;52;51;6;5;47;46;16
00002_00026.ppm;53;54;5;6;48;49;16
00002_00027.ppm;57;58;5;6;52;53;16
00002_00028.ppm;60;60;6;6;55;55;16
00002_00029.ppm;68;68;6;7;62;62;16
00003_00015.ppm;41;43;6;6;36;38;16
00003_00016.ppm;41;42;5;5;36;37;16
00003_00017.ppm;44;45;6;6;39;40;16
00003_00018.ppm;45;44;6;5;40;39;16
00003_00019.ppm;44;44;5;5;39;39;16
00003_00020.ppm;46;46;6;6;41;41;16
00003_00021.ppm;46;47;5;6;41;42;16
00003_00022.ppm;48;48;6;6;43;43;16
00003_00023.ppm;49;48;6;5;44;43;16
00003_00024.ppm;49;49;5;5;44;44;16
00003_00025.ppm;51;51;6;6;46;46;16
00003_00026.ppm;52;53;5;6;47;48;16
00003_00027.ppm;54;53;5;6;49;48;16
00003_00028.ppm;58;56;5;6;53;51;16
00003_00029.ppm;62;56;6;5;57;51;16
00004_00015.ppm;35;36;5;6;30;31;16
00004_00016.ppm;37;37;5;5;32;32;16
00004_00017.ppm;39;40;5;6;34;35;16
00004_00018.ppm;42;41;6;5;37;36;16
00004_00019.ppm;43;44;5;6;38;39;16
00004_00020.ppm;47;47;6;6;42;42;16
00004_00021.ppm;48;48;5;5;43;43;16
00004_00022.ppm;51;51;5;5;46;46;16
00004_00023.ppm;55;54;6;5;50;49;16
00004_00024.ppm;59;58;6;5;54;53;16
00004_00025.ppm;63;64;5;6;58;59;16
