Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;50;43;6;6;45;38;30
00000_00016.ppm;49;44;5;5;44;39;30
00000_00017.ppm;51;46;5;6;46;41;30
00000_00018.ppm;50;47;5;6;45;42;30
00000_00019.ppm;54;48;6;5;49;43;30
00000_00020.ppm;62;55;6;6;57;50;30
00000_00021.ppm;69;59;6;6;63;54;30
00000_00022.ppm;76;64;7;6;70;59;30
00000_00023.ppm;85;74;7;6;78;68;30
00000_00024.ppm;96;83;9;8;88;76;30
00000_00025.ppm;111;96;10;8;102;88;30
00000_00026.ppm;122;106;10;9;112;97;30
00000_00027.ppm;152;129;14;12;139;118;30
00000_00028.ppm;184;157;15;13;169;144;30
00000_00029.ppm;221;192;19;17;203;176;30
00001_00015.ppm;42;39;6;6;37;34;30
00001_00016.ppm;43;39;5;5;38;34;30
00001_00017.ppm;44;39;6;5;39;34;30
00001_00018.ppm;44;39;6;5;39;34;30
00001_00019.ppm;44;40;5;6;39;35;30
00001_00020.ppm;47;42;6;6;42;37;30
00001_00021.ppm;47;42;6;6;42;37;30
00001_00022.ppm;47;42;6;6;42;37;30
00001_00023.ppm;47;42;5;5;42;37;30
00001_00024.ppm;50;44;6;5;45;39;30
00001_00025.ppm;51;45;5;6;46;40;30
00001_00026.ppm;51;45;5;6;46;40;30
00001_00027.ppm;52;45;5;6;47;40;30
00001_00028.ppm;55;47;6;6;50;42;30
00001_00029.ppm;53;46;5;5;48;41;30
00002_00015.ppm;54;50;5;5;49;45;30
00002_00016.ppm;57;53;5;6;52;48;30
00002_00017.ppm;60;55;5;6;55;50;30
00002_00018.ppm;60;55;5;5;55;50;30
00002_00019.ppm;67;60;6;5;61;55;30
00002_00020.ppm;69;62;6;6;63;57;30
00002_00021.ppm;74;68;6;7;68;62;30
00002_00022.ppm;77;70;7;7;71;64;30
00002_00023.ppm;86;75;8;6;79;69;30
00002_00024.ppm;97;85;9;7;89;78;30
00002_00025.ppm;101;88;9;7;93;81;30
00002_00026.ppm;115;100;10;8;105;92;30
00002_00027.ppm;121;107;11;10;111;98;30
00002_00028.ppm;142;122;12;10;130;112;30
00002_00029.ppm;153;131;13;11;140;120;30
00003_00015.ppm;60;55;5;6;55;50;30
00003_00016.ppm;64;57;6;6;59;52;30
00003_00017.ppm;69;59;7;6;63;54;30
00003_00018.ppm;72;62;7;6;66;57;30
00003_00019.ppm;74;68;6;6;68;62;30
00003_00020.ppm;79;71;7;6;72;65;30
00003_00021.ppm;88;75;7;6;81;69;30
00003_00022.ppm;89;76;8;7;82;70;30
00003_00023.ppm;97;84;8;8;89;77;30
00003_00024.ppm;109;89;10;8;100;82;30
00003_00025.ppm;117;98;11;8;107;90;30
00003_00026.ppm;117;105;10;10;107;96;30
00003_00027.ppm;123;108;11;9;113;99;30
00003_00028.ppm;144;128;12;11;132;117;30
00003_00029.ppm;168;148;15;13;154;136;30
00004_00015.ppm;58;52;6;5;53;47;30
00004_00016.ppm;59;55;5;6;54;50;30
00004_00017.ppm;62;56;5;5;57;51;30
00004_00018.ppm;67;58;6;5;61;53;30
00004_00019.ppm;72;62;7;5;66;57;30
00004_00020.ppm;75;67;7;6;69;61;30
00004_00021.ppm;80;71;8;7;73;65;30
00004_00022.ppm;82;74;7;7;75;68;30
00004_00023.ppm;93;81;9;7;85;74;30
00004_00024.ppm;97;84;8;8;89;77;30
00004_00025.ppm;107;94;9;9;98;86;30
00004_00026.ppm;119;104;10;10;109;95;30
00004_00027.ppm;132;113;11;10;121;104;30
00004_00028.ppm;147;129;12;11;135;118;30
00004_00029.ppm;168;146;14;13;154;134;30
00005_00015.ppm;48;46;6;6;43;41;30
00005_00016.ppm;49;46;6;6;44;41;30
00005_00017.ppm;49;47;6;6;44;42;30
00005_00018.ppm;51;48;5;5;46;43;30
00005_00019.ppm;53;48;6;5;48;43;30
00005_00020.ppm;52;49;5;5;47;44;30
00005_00021.ppm;55;52;5;5;50;47;30
00005_00022.ppm;60;57;5;6;55;52;30
00005_00023.ppm;68;61;6;5;62;56;30
00005_00024.ppm;71;63;6;5;65;58;30
00005_00025.ppm;79;71;7;6;72;65;30
00005_00026.ppm;86;75;8;6;79;69;30
00005_00027.ppm;93;81;9;7;85;74;30
00005_00028.ppm;100;85;9;7;92;78;30
00005_00029.ppm;111;97;9;9;102;89;30
00006_00015.ppm;35;35;6;6;30;30;30
00006_00016.ppm;39;38;6;5;34;33;30
00006_00017.ppm;40;40;5;5;35;35;30
00006_00018.ppm;41;41;6;6;36;36;30
00006_00019.ppm;44;45;5;6;39;40;30
00006_00020.ppm;47;47;6;6;42;42;30
00006_00021.ppm;46;46;5;5;41;41;30
00006_00022.ppm;48;49;5;6;43;44;30
00006_00023.ppm;51;51;6;6;46;46;30
00006_00024.ppm;55;55;6;6;50;50;30
00006_00025.ppm;59;59;6;6;54;54;30
00006_00026.ppm;60;61;5;6;55;56;30
00006_00027.ppm;65;64;6;5;60;59;30
00006_00028.ppm;73;72;7;6;67;66;30
00006_00029.ppm;93;93;9;9;85;85;30
00007_00015.ppm;56;51;6;5;51;46;30
00007_00016.ppm;59;54;6;6;53;49;30
00007_00017.ppm;62;57;6;5;57;52;30
00007_00018.ppm;64;59;6;5;59;54;30
00007_00019.ppm;64;62;5;6;59;57;30
00007_00020.ppm;69;65;6;6;63;60;30
00007_00021.ppm;75;70;6;6;69;64;30
00007_00022.ppm;80;73;7;6;73;67;30
00007_00023.ppm;86;80;8;7;79;73;30
00007_00024.ppm;93;84;8;7;85;77;30
00007_00025.ppm;105;93;9;8;96;85;30
00007_00026.ppm;111;98;9;9;102;90;30
00007_00027.ppm;119;107;11;9;109;98;30
00007_00028.ppm;135;124;11;11;124;114;30
00007_00029.ppm;165;147;14;12;151;135;30
00008_00015.ppm;43;39;5;6;38;34;30
00008_00016.ppm;45;41;5;6;40;36;30
00008_00017.ppm;47;42;5;5;42;37;30
00008_00018.ppm;48;43;5;5;43;38;30
00008_00019.ppm;48;43;5;6;43;38;30
00008_00020.ppm;50;45;5;6;45;40;30
00008_00021.ppm;55;48;6;5;50;43;30
00008_00022.ppm;57;51;6;6;52;46;30
00008_00023.ppm;60;53;6;6;55;48;30
00008_00024.ppm;64;56;5;5;59;51;30
00008_00025.ppm;72;61;7;5;66;56;30
00008_00026.ppm;75;69;6;7;69;63;30
00008_00027.ppm;83;75;7;7;76;69;30
00008_00028.ppm;93;81;9;7;85;74;30
00008_00029.ppm;106;93;10;9;97;85;30
00009_00015.ppm;64;57;6;5;59;52;30
00009_00016.ppm;67;60;6;6;61;55;30
00009_00017.ppm;72;63;7;5;66;58;30
00009_00018.ppm;73;65;7;6;67;60;30
00009_00019.ppm;74;68;6;7;68;62;30
00009_00020.ppm;81;71;7;6;74;65;30
00009_00021.ppm;87;80;7;8;80;73;30
00009_00022.ppm;91;81;8;7;83;74;30
00009_00023.ppm;96;85;9;7;88;78;30
00009_00024.ppm;105;93;9;8;96;85;30
00009_00025.ppm;120;105;10;10;110;96;30
00009_00026.ppm;127;109;11;10;116;100;30
00009_00027.ppm;132;116;11;11;121;106;30
00009_00028.ppm;148;131;13;12;136;120;30
00009_00029.ppm;178;153;16;14;165;140;30
00010_00015.ppm;45;40;6;5;40;35;30
00010_00016.ppm;46;43;5;6;41;38;30
00010_00017.ppm;47;43;5;5;42;38;30
00010_00018.ppm;50;46;6;6;45;41;30
00010_00019.ppm;51;47;5;5;46;42;30
00010_00020.ppm;51;47;5;5;46;42;30
00010_00021.ppm;52;47;6;5;47;42;30
00010_00022.ppm;53;50;5;6;48;45;30
00010_00023.ppm;57;52;6;5;52;47;30
00010_00024.ppm;58;55;5;6;53;50;30
00010_00025.ppm;59;55;5;5;54;50;30
00010_00026.ppm;62;58;5;6;57;53;30
00010_00027.ppm;67;60;6;6;61;55;30
00010_00028.ppm;71;64;6;6;65;59;30
00010_00029.ppm;75;69;6;6;69;63;30
00011_00015.ppm;44;44;5;5;39;39;30
00011_00016.ppm;46;47;5;6;41;42;30
00011_00017.ppm;49;48;6;5;44;43;30
00011_00018.ppm;52;53;6;6;47;48;30
00011_00019.ppm;56;56;6;6;50;51;30
00011_00020.ppm;58;60;5;6;53;55;30
00011_00021.ppm;63;65;5;6;57;59;30
00011_00022.ppm;70;72;6;7;63;65;30
00011_00023.ppm;75;76;6;7;68;70;30
00011_00024.ppm;82;84;7;8;75;77;30
00011_00025.ppm;85;87;7;8;78;80;30
00011_00026.ppm;98;99;9;8;90;91;30
00011_00027.ppm;105;107;9;9;96;98;30
00011_00028.ppm;131;128;11;11;120;117;30
00011_00029.ppm;164;161;14;14;150;147;30
