Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;48;53;6;6;43;48;34
00000_00016.ppm;49;55;6;6;44;50;34
00000_00017.ppm;50;56;6;5;45;51;34
00000_00018.ppm;50;58;5;6;45;53;34
00000_00019.ppm;52;58;5;5;47;53;34
00000_00020.ppm;55;63;5;6;50;58;34
00000_00021.ppm;55;64;5;5;50;59;34
00000_00022.ppm;58;68;6;6;52;62;34
00000_00023.ppm;59;70;5;6;54;64;34
00000_00024.ppm;64;74;6;6;59;67;34
00000_00025.ppm;64;77;5;7;59;71;34
00000_00026.ppm;69;81;7;8;63;74;34
00000_00027.ppm;70;83;6;7;64;76;34
00000_00028.ppm;70;84;6;8;64;76;34
00000_00029.ppm;71;85;7;7;65;78;34
00001_00015.ppm;36;37;5;5;31;32;34
00001_00016.ppm;36;36;6;5;31;31;34
00001_00017.ppm;36;38;6;6;31;33;34
00001_00018.ppm;38;38;5;5;33;33;34
00001_00019.ppm;40;39;6;5;35;34;34
00001_00020.ppm;39;40;5;6;34;35;34
00001_00021.ppm;40;39;6;5;35;34;34
00001_00022.ppm;41;40;5;5;36;35;34
00001_00023.ppm;41;40;5;5;36;35;34
00001_00024.ppm;42;43;6;6;37;38;34
00001_00025.ppm;43;43;5;6;38;38;34
00001_00026.ppm;46;46;6;6;41;41;34
00001_00027.ppm;46;46;6;6;41;41;34
00001_00028.ppm;49;46;6;6;44;41;34
00001_00029.ppm;50;46;6;5;45;41;34
00002_00015.ppm;39;39;5;6;34;34;34
00002_00016.ppm;40;40;5;6;35;35;34
00002_00017.ppm;42;40;5;5;37;35;34
00002_00018.ppm;46;44;6;6;41;38;34
00002_00019.ppm;48;46;5;6;43;41;34
00002_00020.ppm;51;48;6;6;46;43;34
00002_00021.ppm;52;49;5;5;47;44;34
00002_00022.ppm;56;51;6;5;51;46;34
00002_00023.ppm;58;54;5;5;52;49;34
00002_00024.ppm;60;59;6;5;55;53;34
00002_00025.ppm;65;63;6;5;59;58;34
00002_00026.ppm;72;71;7;6;66;65;34
00002_00027.ppm;74;79;6;7;68;72;34
00002_00028.ppm;80;85;7;8;72;78;34
00002_00029.ppm;83;89;7;8;75;81;34
00003_00015.ppm;69;71;7;6;63;65;34
