Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;39;38;6;5;34;33;3
00000_00016.ppm;40;39;6;5;34;34;3
00000_00017.ppm;41;40;6;5;35;35;3
00000_00018.ppm;41;42;5;5;36;37;3
00000_00019.ppm;43;45;5;6;38;39;3
00000_00020.ppm;46;47;5;6;41;42;3
00000_00021.ppm;48;49;5;5;42;43;3
00000_00022.ppm;49;51;5;5;44;46;3
00000_00023.ppm;52;52;6;6;47;47;3
00000_00024.ppm;55;57;5;6;50;52;3
00000_00025.ppm;61;62;6;6;56;57;3
00000_00026.ppm;65;68;5;6;59;62;3
00000_00027.ppm;73;75;6;6;67;69;3
00000_00028.ppm;85;88;7;8;78;81;3
00000_00029.ppm;97;99;9;9;89;90;3
00001_00015.ppm;37;37;6;6;32;32;3
00001_00016.ppm;38;38;6;6;32;32;3
00001_00017.ppm;38;38;5;5;33;33;3
00001_00018.ppm;39;40;6;6;34;34;3
00001_00019.ppm;39;40;5;6;34;35;3
00001_00020.ppm;40;40;5;5;35;35;3
00001_00021.ppm;43;42;6;5;38;37;3
00001_00022.ppm;43;44;5;6;38;39;3
00001_00023.ppm;46;45;6;6;40;40;3
00001_00024.ppm;46;47;5;6;41;42;3
00001_00025.ppm;48;47;6;5;43;42;3
00001_00026.ppm;49;50;5;6;44;44;3
00001_00027.ppm;50;51;5;6;45;46;3
00001_00028.ppm;53;53;6;5;48;47;3
00001_00029.ppm;53;55;5;5;48;49;3
00002_00015.ppm;39;40;5;5;33;34;3
00002_00016.ppm;41;41;6;5;36;36;3
00002_00017.ppm;42;43;6;5;37;38;3
00002_00018.ppm;42;44;5;5;37;39;3
00002_00019.ppm;44;47;5;6;39;42;3
00002_00020.ppm;46;49;5;6;41;44;3
00002_00021.ppm;47;50;5;6;42;45;3
00002_00022.ppm;50;52;6;6;45;47;3
00002_00023.ppm;51;55;5;6;46;50;3
00002_00024.ppm;53;57;5;6;48;52;3
00002_00025.ppm;58;62;6;6;53;56;3
00002_00026.ppm;59;64;5;6;54;58;3
00002_00027.ppm;64;70;6;7;59;64;3
00002_00028.ppm;69;74;6;7;63;68;3
00002_00029.ppm;73;79;7;7;67;72;3
00003_00015.ppm;39;39;5;5;34;34;3
00003_00016.ppm;41;40;6;6;35;35;3
00003_00017.ppm;41;40;5;5;35;35;3
00003_00018.ppm;43;42;6;5;38;37;3
00003_00019.ppm;43;43;5;5;38;38;3
00003_00020.ppm;45;45;6;6;40;40;3
00003_00021.ppm;45;45;5;5;40;40;3
00003_00022.ppm;46;47;5;6;41;42;3
00003_00023.ppm;49;48;6;5;44;42;3
00003_00024.ppm;50;49;6;5;45;44;3
00003_00025.ppm;49;51;5;6;44;45;3
00003_00026.ppm;51;51;6;6;46;46;3
00003_00027.ppm;51;52;5;6;46;47;3
00003_00028.ppm;56;58;5;6;51;52;3
00003_00029.ppm;59;60;5;6;54;55;3
00004_00015.ppm;39;40;5;6;33;34;3
00004_00016.ppm;40;41;5;6;35;36;3
00004_00017.ppm;42;42;6;6;37;37;3
00004_00018.ppm;44;44;6;6;39;39;3
00004_00019.ppm;46;45;6;5;41;39;3
00004_00020.ppm;46;47;5;6;41;42;3
00004_00021.ppm;49;49;6;6;44;44;3
00004_00022.ppm;51;51;5;6;45;46;3
00004_00023.ppm;53;52;6;5;47;46;3
00004_00024.ppm;54;55;5;5;48;49;3
00004_00025.ppm;57;57;6;5;52;52;3
00004_00026.ppm;59;60;6;6;54;55;3
00004_00027.ppm;61;63;6;5;56;58;3
00004_00028.ppm;70;71;7;7;64;65;3
00004_00029.ppm;72;74;6;7;66;68;3
00005_00015.ppm;40;41;6;6;35;35;3
00005_00016.ppm;40;41;5;6;35;36;3
00005_00017.ppm;40;40;5;5;35;35;3
00005_00018.ppm;41;41;5;5;35;35;3
00005_00019.ppm;41;41;5;5;36;36;3
00005_00020.ppm;42;43;5;5;37;37;3
00005_00021.ppm;45;45;5;5;40;40;3
00005_00022.ppm;46;46;6;5;41;40;3
00005_00023.ppm;48;48;6;6;43;42;3
00005_00024.ppm;49;47;5;5;44;42;3
00005_00025.ppm;48;48;5;5;43;43;3
00005_00026.ppm;51;51;6;6;46;46;3
00005_00027.ppm;55;55;6;6;50;49;3
00005_00028.ppm;56;55;5;5;51;50;3
00005_00029.ppm;62;59;6;5;57;54;3
00006_00015.ppm;57;59;6;5;51;53;3
00006_00016.ppm;58;60;6;5;53;55;3
00006_00017.ppm;59;63;6;6;54;57;3
00006_00018.ppm;61;64;6;6;56;59;3
00006_00019.ppm;62;67;5;6;56;61;3
00006_00020.ppm;63;70;5;7;58;64;3
00006_00021.ppm;68;71;7;6;62;65;3
00006_00022.ppm;70;73;7;6;63;67;3
00006_00023.ppm;72;80;7;8;66;73;3
00006_00024.ppm;73;83;6;8;67;76;3
00006_00025.ppm;76;84;7;7;70;77;3
00006_00026.ppm;80;88;8;8;73;80;3
00006_00027.ppm;82;91;7;8;75;83;3
00006_00028.ppm;86;96;8;9;79;88;3
00006_00029.ppm;92;100;9;8;84;92;3
00007_00015.ppm;36;37;5;5;31;32;3
00007_00016.ppm;37;39;5;6;32;34;3
