Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;41;43;5;6;36;38;38
00000_00016.ppm;43;43;5;5;38;38;38
00000_00017.ppm;46;46;6;6;41;41;38
00000_00018.ppm;48;47;6;5;42;41;38
00000_00019.ppm;48;48;6;6;42;42;38
00000_00020.ppm;51;51;5;5;45;45;38
00000_00021.ppm;54;53;5;5;48;48;38
00000_00022.ppm;58;58;6;5;53;53;38
00000_00023.ppm;59;60;5;5;54;55;38
00000_00024.ppm;63;64;5;5;58;59;38
00000_00025.ppm;71;72;7;7;65;66;38
00000_00026.ppm;76;79;6;7;70;72;38
00000_00027.ppm;84;87;7;8;77;80;38
00000_00028.ppm;106;101;10;9;97;92;38
00000_00029.ppm;119;112;11;10;109;103;38
00001_00015.ppm;40;53;6;6;35;48;38
00001_00016.ppm;41;55;5;6;36;50;38
00001_00017.ppm;43;57;5;6;38;52;38
00001_00018.ppm;46;58;6;5;41;53;38
00001_00019.ppm;48;59;6;5;42;54;38
00001_00020.ppm;50;64;6;6;45;59;38
00001_00021.ppm;53;69;6;6;48;63;38
00001_00022.ppm;54;72;5;6;49;66;38
00001_00023.ppm;57;75;6;6;52;69;38
00001_00024.ppm;62;83;6;7;56;75;38
00001_00025.ppm;67;86;6;7;61;79;38
00001_00026.ppm;74;97;6;9;68;88;38
00001_00027.ppm;82;105;8;10;75;96;38
00001_00028.ppm;92;115;8;10;84;105;38
00001_00029.ppm;99;128;8;11;91;116;38
00002_00015.ppm;51;54;5;6;46;48;38
00002_00016.ppm;52;53;5;5;47;48;38
00002_00017.ppm;56;55;6;5;50;49;38
00002_00018.ppm;59;56;6;5;54;51;38
00002_00019.ppm;61;58;6;5;56;53;38
00002_00020.ppm;61;59;5;5;56;54;38
00002_00021.ppm;62;60;5;5;56;55;38
00002_00022.ppm;64;63;6;5;59;58;38
00002_00023.ppm;68;68;7;6;62;62;38
00002_00024.ppm;70;70;7;6;64;64;38
00002_00025.ppm;71;72;6;6;65;65;38
00002_00026.ppm;76;76;6;6;70;70;38
00002_00027.ppm;83;83;8;8;76;76;38
00002_00028.ppm;85;87;8;8;78;79;38
00002_00029.ppm;90;92;8;9;82;84;38
00003_00015.ppm;44;45;5;5;38;39;38
00003_00016.ppm;45;48;5;6;39;42;38
00003_00017.ppm;47;48;6;6;41;43;38
00003_00018.ppm;48;51;5;6;42;46;38
00003_00019.ppm;49;51;5;5;43;46;38
00003_00020.ppm;50;52;5;5;44;46;38
00003_00021.ppm;51;53;6;6;46;48;38
00003_00022.ppm;53;54;6;5;47;48;38
00003_00023.ppm;54;57;5;6;49;52;38
00003_00024.ppm;58;58;6;5;52;53;38
00003_00025.ppm;58;60;5;6;53;55;38
00003_00026.ppm;61;62;6;5;56;57;38
00003_00027.ppm;63;67;5;6;58;61;38
00003_00028.ppm;69;71;7;7;63;65;38
00003_00029.ppm;72;73;7;7;65;67;38
00004_00015.ppm;37;39;6;5;32;33;38
00004_00016.ppm;38;39;6;5;33;34;38
00004_00017.ppm;40;43;6;5;35;37;38
00004_00018.ppm;41;45;6;6;36;40;38
00004_00019.ppm;42;46;5;6;37;41;38
00004_00020.ppm;44;46;6;5;39;41;38
00004_00021.ppm;45;47;6;5;40;42;38
00004_00022.ppm;46;49;5;5;41;44;38
00004_00023.ppm;49;53;6;6;44;48;38
00004_00024.ppm;51;54;6;5;46;49;38
00004_00025.ppm;56;60;5;6;51;55;38
00004_00026.ppm;59;63;6;5;54;58;38
00004_00027.ppm;62;69;5;7;57;63;38
00004_00028.ppm;69;72;7;6;63;66;38
00004_00029.ppm;76;82;7;8;70;75;38
00005_00015.ppm;38;39;5;5;33;34;38
00005_00016.ppm;40;42;6;6;35;36;38
00005_00017.ppm;40;42;6;5;35;36;38
00005_00018.ppm;42;43;6;5;37;38;38
00005_00019.ppm;43;42;6;5;38;37;38
00005_00020.ppm;47;46;6;5;42;41;38
00005_00021.ppm;49;50;5;5;44;45;38
