Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00015.ppm;36;37;5;6;31;32;32
00000_00016.ppm;38;38;5;5;33;33;32
00000_00017.ppm;39;39;5;5;34;34;32
00000_00018.ppm;40;40;5;5;35;35;32
00000_00019.ppm;44;44;6;6;39;39;32
00000_00020.ppm;44;45;5;6;39;40;32
00000_00021.ppm;48;48;5;5;43;43;32
00000_00022.ppm;52;50;5;5;47;45;32
00000_00023.ppm;58;56;6;6;53;51;32
00000_00024.ppm;64;62;6;5;59;57;32
00000_00025.ppm;71;70;6;6;65;64;32
00000_00026.ppm;83;82;8;7;76;75;32
00000_00027.ppm;92;92;8;9;84;84;32
00000_00028.ppm;112;109;9;10;103;100;32
00000_00029.ppm;135;133;11;12;124;122;32
00001_00015.ppm;35;35;5;6;30;30;32
00001_00016.ppm;37;35;6;5;32;30;32
00001_00017.ppm;37;35;6;5;32;30;32
00001_00018.ppm;38;36;6;5;33;31;32
00001_00019.ppm;39;37;6;5;34;32;32
00001_00020.ppm;41;39;6;5;36;34;32
00001_00021.ppm;42;40;6;5;37;35;32
00001_00022.ppm;43;42;6;6;38;37;32
00001_00023.ppm;45;43;6;6;40;38;32
00001_00024.ppm;47;44;6;5;42;39;32
00001_00025.ppm;50;48;5;5;45;43;32
00001_00026.ppm;53;50;6;5;48;45;32
00001_00027.ppm;56;54;5;5;51;49;32
00001_00028.ppm;59;57;6;6;54;52;32
00001_00029.ppm;61;58;6;5;56;53;32
00002_00015.ppm;40;40;6;6;35;35;32
00002_00016.ppm;41;41;6;6;36;36;32
00002_00017.ppm;43;42;5;5;38;37;32
00002_00018.ppm;44;44;5;6;39;39;32
00002_00019.ppm;46;45;6;6;41;40;32
00002_00020.ppm;47;45;5;5;42;40;32
00002_00021.ppm;52;49;6;5;47;44;32
00002_00022.ppm;53;52;5;6;48;47;32
00002_00023.ppm;55;53;5;5;50;48;32
00002_00024.ppm;58;57;6;6;53;51;32
00002_00025.ppm;64;60;6;5;59;55;32
00002_00026.ppm;72;67;7;6;66;61;32
00002_00027.ppm;75;71;7;7;69;65;32
00002_00028.ppm;79;74;7;7;72;68;32
00002_00029.ppm;98;89;9;8;90;82;32
00003_00015.ppm;35;37;5;5;30;32;32
00003_00016.ppm;37;38;6;5;32;33;32
00003_00017.ppm;38;38;5;5;32;33;32
00003_00018.ppm;39;40;6;5;34;35;32
00003_00019.ppm;41;43;5;6;35;37;32
00003_00020.ppm;43;45;6;5;38;39;32
00003_00021.ppm;44;47;6;5;39;42;32
00003_00022.ppm;46;49;6;5;41;44;32
00003_00023.ppm;49;53;5;5;44;48;32
00003_00024.ppm;51;56;5;6;46;51;32
00003_00025.ppm;54;59;5;5;49;53;32
00003_00026.ppm;60;64;6;5;54;59;32
00003_00027.ppm;65;73;6;6;59;67;32
00003_00028.ppm;72;83;6;7;66;76;32
00003_00029.ppm;79;93;7;9;72;85;32
00004_00015.ppm;38;39;6;6;33;34;32
00004_00016.ppm;39;40;6;6;33;34;32
00004_00017.ppm;40;41;5;6;34;36;32
00004_00018.ppm;42;42;5;5;36;37;32
00004_00019.ppm;45;45;6;5;40;39;32
00004_00020.ppm;48;47;6;5;43;42;32
00004_00021.ppm;51;51;6;6;45;46;32
00004_00022.ppm;52;54;5;6;47;49;32
00004_00023.ppm;56;57;6;6;51;52;32
00004_00024.ppm;60;62;6;6;55;57;32
00004_00025.ppm;63;64;6;6;58;59;32
00004_00026.ppm;72;74;6;7;66;68;32
00004_00027.ppm;83;84;8;8;76;77;32
00004_00028.ppm;94;94;9;9;86;86;32
00004_00029.ppm;109;111;9;10;100;102;32
00005_00015.ppm;32;35;5;6;26;29;32
